gene_id	product	protein_id
11210	IUM83_05396	pleiotropic drug resistance protein ABC superfamily	KAG6622615.1
11211	IUM83_05397	Piezo-type mechanosensitive ion channel component 2	KAG6622614.1
11212	IUM83_05398	pleiotropic drug resistance protein ABC superfamily	KAG6622610.1
11213	IUM83_05399	Pleiotropic drug resistance protein ABC Superfamily	KAG6622523.1
11214	IUM83_05400	pleiotropic drug resistance protein ABC superfamily	KAG6622689.1
11215	IUM83_05401	pleiotropic drug resistance protein ABC superfamily	KAG6622696.1
11216	IUM83_05402	putative receptor CCR1	KAG6622697.1
11217	IUM83_05403	26S proteasome regulatory subunit N6	KAG6622690.1
11218	IUM83_05404	Beta-glucan synthesis-associated protein	KAG6622687.1
11219	IUM83_05405	2Fe-2S ferredoxin	KAG6622693.1
11220	IUM83_05406	Voltage-gated Ion Channel (VIC) Superfamily	KAG6622695.1
11221	IUM83_05407	Glycerol-3-phosphate dehydrogenase	KAG6622694.1
11222	IUM83_05408	sporangia induced dynein heavy chain	KAG6622639.1
11223	IUM83_05409	Dynein heavy chain 1, axonemal	KAG6622692.1
11224	IUM83_05410	cell division protease ftsH	KAG6622532.1
11225	IUM83_05411	hypothetical protein	KAG6622533.1
11226	IUM83_05412	Glycerol-3-phosphate dehydrogenase	KAG6622530.1
11227	IUM83_05413	hypothetical protein	KAG6622531.1
11228	IUM83_05414	tale class homeobox transcription factor pknox	KAG6622536.1
11229	IUM83_05415	Drug/Metabolite Transporter (DMT) Superfamily	KAG6622537.1
11230	IUM83_05416	Ran-specific GTPase-activating protein	KAG6622534.1
11231	IUM83_05417	helicase sen1	KAG6622535.1
11232	IUM83_05418	Mitochondrial 2-oxodicarboxylate carrier 2	KAG6622529.1
11233	IUM83_05419	TKL/TKL-CCIN protein kinase	KAG6622396.1
11234	IUM83_05420	Ubiquitin domain	KAG6622671.1
11235	IUM83_05421	hypothetical protein	KAG6622627.1
11236	IUM83_05422	hypothetical protein	KAG6622379.1
11237	IUM83_05423	hypothetical protein	KAG6622378.1
11238	IUM83_05424	RxLR effector candidate protein	KAG6622655.1
11239	IUM83_05425	Spermatogenesis-associated protein 5	KAG6622674.1
11240	IUM83_05426	hypothetical protein	KAG6622653.1
11241	IUM83_05427	hypothetical protein	KAG6622394.1
11242	IUM83_05428	Erythroid differentiation-related factor 1	KAG6622677.1
11243	IUM83_05429	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	KAG6622676.1
11244	IUM83_05430	Major facilitator superfamily domain-containing protein 6	KAG6622504.1
11245	IUM83_05431	NAD-specific glutamate dehydrogenase	KAG6622478.1
11246	IUM83_05432	hypothetical protein	KAG6622505.1
11247	IUM83_05433	hypothetical protein	KAG6622479.1
11248	IUM83_05434	Laminin subunit beta-1	KAG6622480.1
11249	IUM83_05435	Heat shock factor protein 2	KAG6622507.1
11250	IUM83_05436	U7 snRNA-associated Sm-like protein LSm10	KAG6622647.1
11251	IUM83_05437	putative WD domain-containing protein	KAG6622560.1
11252	IUM83_05438	Eukaryotic translation initiation factor 2 subunit 3	KAG6622509.1
11253	IUM83_05439	Leucine-tRNA ligase	KAG6622649.1
11254	IUM83_05440	Gamma-tubulin complex component 3	KAG6622385.1
11255	IUM83_05441	hypothetical protein	KAG6622384.1
11256	IUM83_05442	hypothetical protein	KAG6622387.1
11257	IUM83_05443	AGC protein kinase	KAG6622386.1
11258	IUM83_05444	DNA ligase	KAG6622390.1
11259	IUM83_05445	(heparan sulfate)-glucosamine 3-sulfotransferase 1	KAG6622388.1
11260	IUM83_05446	60S ribosomal protein L18-2	KAG6622391.1
11261	IUM83_05447	Stress-activated map kinase interacting 1	KAG6622494.1
11262	IUM83_05448	Mannose-1-phosphate guanyltransferase alpha	KAG6622392.1
11263	IUM83_05449	HAD-like domain	KAG6622495.1
11264	IUM83_05450	OTU ovarian tumor-like cysteine protease	KAG6622541.1
11265	IUM83_05451	duf947-domain-containing protein	KAG6622566.1
11266	IUM83_05452	hypothetical protein	KAG6622565.1
11267	IUM83_05453	Armadillo-type fold	KAG6622439.1
11268	IUM83_05454	hypothetical protein	KAG6622438.1
11269	IUM83_05455	hypothetical protein	KAG6622564.1
11270	IUM83_05456	Retrovirus Polyprotein	KAG6622539.1
11271	IUM83_05457	hypothetical protein	KAG6622540.1
11272	IUM83_05458	hypothetical protein	KAG6622567.1
11273	IUM83_05459	SNARE protein Syntaxin 18/UFE1	KAG6622568.1
11274	IUM83_05460	Acyl-CoA-binding protein	KAG6622395.1
11275	IUM83_05461	putative secreted protein	KAG6622366.1
11276	IUM83_05462	putative HIT domain-containing protein	KAG6622633.1
11277	IUM83_05463	phospholipid-transporting ATPase	KAG6622365.1
11278	IUM83_05464	putative transmembrane protein	KAG6622363.1
11279	IUM83_05465	Decapping enzyme complex component DCP1	KAG6622362.1
11280	IUM83_05466	endonuclease III-like protein 1	KAG6622361.1
11281	IUM83_05467	hypothetical protein	KAG6622631.1
11282	IUM83_05468	Serine/threonine-protein phosphatase	KAG6622360.1
11283	IUM83_05469	M96 mating-specific protein family	KAG6622359.1
11284	IUM83_05470	LRR-GTPase of the ROCO family	KAG6622427.1
11285	IUM83_05471	hypothetical protein	KAG6622546.1
11286	IUM83_05472	Protein phosphatase 1 regulatory subunit	KAG6622547.1
11287	IUM83_05473	Protein phosphatase 1, regulatory subunit	KAG6622466.1
11288	IUM83_05474	cyclopropane-fatty-acyl-phospholipid synthase	KAG6622465.1
11289	IUM83_05475	villin-like protein	KAG6622462.1
11290	IUM83_05476	NAD-dependent malic enzyme	KAG6622545.1
11291	IUM83_05477	ApaG domain	KAG6622426.1
11292	IUM83_05478	26S proteasome non-ATPase regulatory subunit 7	KAG6622544.1
11293	IUM83_05479	hypothetical protein	KAG6622464.1
11294	IUM83_05480	hypothetical protein	KAG6622402.1
11295	IUM83_05481	hypothetical protein	KAG6622638.1
11296	IUM83_05482	hypothetical protein	KAG6622404.1
11297	IUM83_05483	hypothetical protein	KAG6622403.1
11298	IUM83_05484	putative histone-lysine N-methyltransferase	KAG6622658.1
11299	IUM83_05485	hypothetical protein	KAG6622400.1
11300	IUM83_05486	hypothetical protein	KAG6622684.1
11301	IUM83_05487	putative secreted RxLR effector protein	KAG6622401.1
11302	IUM83_05488	hypothetical protein	KAG6622635.1
11303	IUM83_05489	Integrase catalytic core protein	KAG6622656.1
11304	IUM83_05490	hypothetical protein	KAG6622589.1
11305	IUM83_05491	hypothetical protein	KAG6622471.1
11306	IUM83_05492	Gag-pol Polyprotein	KAG6622434.1
11307	IUM83_05493	Neutral ceramidase	KAG6622665.1
11308	IUM83_05494	hypothetical protein	KAG6622484.1
11309	IUM83_05495	Gag-pol Polyprotein	KAG6622485.1
11310	IUM83_05496	Avirulence protein (Avh)	KAG6622481.1
11311	IUM83_05497	hypothetical protein	KAG6622483.1
11312	IUM83_05498	hypothetical protein	KAG6622437.1
11313	IUM83_05499	hypothetical protein	KAG6622475.1
11314	IUM83_05500	Acyl-CoA N-acyltransferase	KAG6622630.1
11315	IUM83_05501	hypothetical protein	KAG6622413.1
11316	IUM83_05502	putative endo-1,3(4)-beta-glucanase	KAG6622433.1
11317	IUM83_05503	putative polyprotein	KAG6622477.1
11318	IUM83_05504	T-complex protein 1, eta subunit	KAG6622407.1
11319	IUM83_05505	Creatine kinase B-type	KAG6622430.1
11320	IUM83_05506	50S ribosomal protein L20	KAG6622431.1
11321	IUM83_05507	Protein phosphatase	KAG6622432.1
11322	IUM83_05508	hypothetical protein	KAG6622428.1
11323	IUM83_05509	hypothetical protein	KAG6622429.1
11324	IUM83_05510	hypothetical protein	KAG6622588.1
11325	IUM83_05511	Integrase catalytic core protein	KAG6622457.1
11326	IUM83_05512	hypothetical protein	KAG6622598.1
11327	IUM83_05513	putative thioesterase	KAG6622597.1
11328	IUM83_05514	putative ATP-dependent helicase	KAG6622596.1
11329	IUM83_05515	hypothetical protein	KAG6622594.1
11330	IUM83_05516	NADH dehydrogenase	KAG6622456.1
11331	IUM83_05517	NADH dehydrogenase	KAG6622593.1
11332	IUM83_05518	transmembrane protein	KAG6622592.1
11333	IUM83_05519	RxLR-like protein	KAG6622591.1
11334	IUM83_05520	DnaJ Heat shock protein	KAG6622446.1
11335	IUM83_05521	Mevalonate kinase	KAG6622447.1
11336	IUM83_05522	Zinc finger, BED-type predicted	KAG6622444.1
11337	IUM83_05523	Choline dehydrogenase	KAG6622445.1
11338	IUM83_05524	hypothetical protein	KAG6622442.1
11339	IUM83_05525	putative amino acid permease YfnA	KAG6622443.1
11340	IUM83_05526	hypothetical protein	KAG6622440.1
11341	IUM83_05527	hypothetical protein	KAG6622441.1
11342	IUM83_05528	jerky protein	KAG6622448.1
11343	IUM83_05529	Retrovirus Polyprotein	KAG6622449.1
11344	IUM83_05530	hypothetical protein	KAG6622603.1
11345	IUM83_05531	jerky protein	KAG6622602.1
11346	IUM83_05532	Bifunctional epoxide hydrolase 2	KAG6622605.1
11347	IUM83_05533	putative secreted RxLR effector protein	KAG6622604.1
11348	IUM83_05534	Glyoxalase-like domain	KAG6622607.1
11349	IUM83_05535	NAD-glutamate dehydrogenase	KAG6622606.1
11350	IUM83_05536	hypothetical protein	KAG6622512.1
11351	IUM83_05537	putative F-box and leucine rich repeat containing protein	KAG6622511.1
11352	IUM83_05538	putative methyltransferase	KAG6622513.1
11353	IUM83_05539	phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1-like isoform X1	KAG6622608.1
11354	IUM83_05540	hypothetical protein	KAG6622666.1
11355	IUM83_05541	guanylate kinase	KAG6622409.1
11356	IUM83_05542	Guanylate kinase	KAG6622570.1
11357	IUM83_05543	RNA binding protein	KAG6622410.1
11358	IUM83_05544	putative E3 ubiquitin ligase	KAG6622667.1
11359	IUM83_05545	hypothetical protein	KAG6622668.1
11360	IUM83_05546	PWWP domain	KAG6622411.1
11361	IUM83_05547	serine/threonine-protein kinase drkB	KAG6622651.1
11362	IUM83_05548	serine/threonine-protein kinase drkB	KAG6622514.1
11363	IUM83_05549	ATP-dependent RNA helicase	KAG6622652.1
11364	IUM83_05550	ATP-dependent RNA helicase	KAG6622581.1
11365	IUM83_05551	putative endo-1,3(4)-beta-glucanase	KAG6622486.1
11366	IUM83_05552	CMGC/GSK protein Kinase	KAG6622579.1
11367	IUM83_05553	Protein phosphatase 1, regulatory subunit	KAG6622576.1
11368	IUM83_05554	Leucine-rich repeat-containing protein 74	KAG6622492.1
11369	IUM83_05555	Lateral signaling target protein 2	KAG6622583.1
11370	IUM83_05556	Signal peptidase I	KAG6622367.1
11371	IUM83_05557	protein casp-like	KAG6622582.1
11372	IUM83_05558	Glycine-rich RNA-binding protein 2, mitochondrial	KAG6622584.1
11373	IUM83_05559	Molecular co-chaperone STI1	KAG6622493.1
11374	IUM83_05560	Farnesyl pyrophosphate synthetase	KAG6622419.1
11375	IUM83_05561	hypothetical protein	KAG6622421.1
11376	IUM83_05562	cGMP-dependent 3'	KAG6622417.1
11377	IUM83_05563	Proton-dependent Oligopeptide Transporter (POT) Family	KAG6622418.1
11378	IUM83_05564	Down syndrome critical region protein 3	KAG6622424.1
11379	IUM83_05565	down syndrome critical region protein 3	KAG6622425.1
11380	IUM83_05566	hypothetical protein	KAG6622422.1
11381	IUM83_05567	Drug/Metabolite Transporter (DMT) Superfamily	KAG6622423.1
11382	IUM83_05568	Nuclear transcription factor Y subunit C-1	KAG6622415.1
11383	IUM83_05569	hypothetical protein	KAG6622416.1
11384	IUM83_05570	choline transporter-like protein	KAG6622476.1
11385	IUM83_05571	UPF0145 protein	KAG6622632.1
11386	IUM83_05572	Leucine-rich repeat-containing protein 71	KAG6622657.1
11387	IUM83_05573	Phosphatidylinositol-4-phosphate-5-kinase (Pi-PIPK-D2)	KAG6622383.1
11388	IUM83_05574	putative phosphatidylinositol4phosphate5kinase (PiPIPKD2)	KAG6622470.1
11389	IUM83_14920	dihydroorotase, homodimeric type	KAG6612171.1
11390	IUM83_14921	ATP-binding cassette (ABC) Superfamily	KAG6612172.1
11391	IUM83_14922	Erythroid differentiation-related factor 1	KAG6612144.1
11392	IUM83_14923	hypothetical protein	KAG6612173.1
11393	IUM83_14924	Gag-pol fusion protein	KAG6612142.1
11394	IUM83_14925	hypothetical protein	KAG6612214.1
11395	IUM83_14926	hypothetical protein	KAG6612143.1
11396	IUM83_14927	Catalase/peroxidase HPI	KAG6612170.1
11397	IUM83_14928	putative secreted RxLR effector protein	KAG6612174.1
11398	IUM83_14929	hypothetical protein	KAG6612175.1
11399	IUM83_14930	Serine protease	KAG6612085.1
11400	IUM83_14931	Pantothenate synthetase	KAG6612084.1
11401	IUM83_14932	Kinesin protein	KAG6612083.1
11402	IUM83_14933	hypothetical protein	KAG6612082.1
11403	IUM83_14934	hypothetical protein	KAG6612141.1
11404	IUM83_14935	Kinesin protein	KAG6612139.1
11405	IUM83_14936	Polycystic kidney disease 2 1 protein	KAG6612081.1
11406	IUM83_14937	Vesicle transport protein	KAG6612080.1
11407	IUM83_14938	Ligand-gated channel protein	KAG6612089.1
11408	IUM83_14939	hypothetical protein	KAG6612088.1
11409	IUM83_14940	hypothetical protein	KAG6612164.1
11410	IUM83_14941	hypothetical protein	KAG6612165.1
11411	IUM83_14942	Tryptophan--tRNA ligase	KAG6612146.1
11412	IUM83_14943	Tryptophan--tRNA ligase	KAG6612114.1
11413	IUM83_14944	hypothetical protein	KAG6612116.1
11414	IUM83_14945	putative secreted RxLR effector protein	KAG6612229.1
11415	IUM83_14946	Monoglyceride lipase	KAG6612217.1
11416	IUM83_14947	hypothetical protein	KAG6612115.1
11417	IUM83_14948	Vesicle transport protein	KAG6612166.1
11418	IUM83_14949	hypothetical protein	KAG6612167.1
11419	IUM83_14950	Pyridoxal kinase	KAG6612072.1
11420	IUM83_14951	Phox homologous domain	KAG6612071.1
11421	IUM83_14952	Peptide chain release factor 1	KAG6612150.1
11422	IUM83_14953	putative ubiquitin-specific protease	KAG6612149.1
11423	IUM83_14954	avirulence protein 1b	KAG6612095.1
11424	IUM83_14955	acetate kinase	KAG6612094.1
11425	IUM83_14956	Major Facilitator Superfamily (MFS)	KAG6612148.1
11426	IUM83_14957	CCAAT-box-binding transcription factor	KAG6612096.1
11427	IUM83_14958	hypothetical protein	KAG6612070.1
11428	IUM83_14959	Nuclear pore complex, Nup160 component	KAG6612093.1
11429	IUM83_14960	Vesicle transport protein	KAG6612223.1
11430	IUM83_14961	Endoplasmic reticulum, protein Pkr1	KAG6612157.1
11431	IUM83_14962	Major Facilitator Superfamily (MFS)	KAG6612224.1
11432	IUM83_14963	beta-galactosidase	KAG6612158.1
11433	IUM83_14964	Long-chain-fatty-acid--CoA ligase ACSBG2	KAG6612221.1
11434	IUM83_14965	Replication factor C subunit 2	KAG6612159.1
11435	IUM83_14966	Interferon-related developmental regulator 1	KAG6612225.1
11436	IUM83_14967	Transmembrane protein	KAG6612160.1
11437	IUM83_14968	hypothetical protein	KAG6612220.1
11438	IUM83_14969	gdp-man:man c-pp-dol alpha--mannosyltransferase	KAG6612156.1
11439	IUM83_14970	putative alpha-1,3-mannosyltransferase	KAG6612228.1
11440	IUM83_14971	beta-galactosidase	KAG6612227.1
11441	IUM83_14972	beta-galactosidase	KAG6612215.1
11442	IUM83_14973	NIPA protein	KAG6612153.1
11443	IUM83_14974	polyadenylate-binding protein 2	KAG6612154.1
11444	IUM83_14975	Swr1 complex subunit Swc4	KAG6612216.1
11445	IUM83_14976	DNA methyltransferase 1-associated protein 1	KAG6612113.1
11446	IUM83_14977	Chaperone dnaK	KAG6612176.1
11447	IUM83_14978	Heat shock factor-binding protein 1	KAG6612152.1
11448	IUM83_14979	DA1-related 1 protein	KAG6612226.1
11449	IUM83_14980	NIPA protein	KAG6612207.1
11450	IUM83_14981	Hsp70-like protein	KAG6612208.1
11451	IUM83_14982	hsp70-like protein	KAG6612205.1
11452	IUM83_14983	hypothetical protein	KAG6612206.1
11453	IUM83_14984	magnesium and cobalt transporter CorA	KAG6612203.1
11454	IUM83_14985	serine/threonine protein kinase	KAG6612204.1
11455	IUM83_14986	serine/threonine protein kinase	KAG6612201.1
11456	IUM83_14987	serine/threonine protein kinase	KAG6612202.1
11457	IUM83_14988	serine/threonine protein kinase	KAG6612209.1
11458	IUM83_14989	mRNA-capping enzyme subunit alpha	KAG6612210.1
11459	IUM83_14990	diphosphomevalonate decarboxylase	KAG6612136.1
11460	IUM83_14991	Molecular chaperone (DnaJ superfamily)	KAG6612126.1
11461	IUM83_14992	putative WD domain-containing protein	KAG6612128.1
11462	IUM83_14993	serine/threonine protein kinase	KAG6612127.1
11463	IUM83_14994	Serine/threonine protein Kinase	KAG6612130.1
11464	IUM83_14995	Exosome complex exonuclease RRP46	KAG6612129.1
11465	IUM83_14996	ap-3 complex subunit	KAG6612132.1
11466	IUM83_14997	serine/threonine protein kinase	KAG6612131.1
11467	IUM83_14998	hypothetical protein	KAG6612138.1
11468	IUM83_14999	Retrovirus Polyprotein	KAG6612133.1
11469	IUM83_15000	Arsenical-resistance protein	KAG6612118.1
11470	IUM83_15001	arsenical-resistance protein	KAG6612119.1
11471	IUM83_15002	hypothetical protein	KAG6612104.1
11472	IUM83_15003	hypothetical protein	KAG6612105.1
11473	IUM83_15004	hypothetical protein	KAG6612102.1
11474	IUM83_15005	AP-3 complex subunit beta	KAG6612168.1
11475	IUM83_15006	Nucleolar and coiled-body phosphoprotein 1	KAG6612117.1
11476	IUM83_15007	tpr domain-containing protein	KAG6612103.1
11477	IUM83_15008	putative SCP-like extracellular protein	KAG6612169.1
11478	IUM83_15009	putative SCP-like extracellular protein	KAG6612120.1
11479	IUM83_15010	Adhesin-like protein	KAG6612191.1
11480	IUM83_15011	Ribonuclease H	KAG6612078.1
11481	IUM83_15012	hypothetical protein	KAG6612077.1
11482	IUM83_15013	methyltransferase nsun6	KAG6612076.1
11483	IUM83_15014	Protein MYG1	KAG6612092.1
11484	IUM83_15015	Ribosomal N-lysine methyltransferase set10	KAG6612190.1
11485	IUM83_15016	hypothetical protein	KAG6612091.1
11486	IUM83_15017	hemk methyltransferase family member 2-like	KAG6612075.1
11487	IUM83_15018	Pol protein	KAG6612192.1
11488	IUM83_15019	Coatomer subunit beta	KAG6612079.1
11489	IUM83_15020	Coatomer subunit beta	KAG6612125.1
11490	IUM83_15021	Coatomer subunit beta	KAG6612218.1
11491	IUM83_15022	NAD(P)-binding domain	KAG6612135.1
11492	IUM83_15023	Acidic fibroblast growth factor intracellular-binding protein	KAG6612162.1
11493	IUM83_15024	Acidic fibroblast growth factor intracellular-binding protein	KAG6612155.1
11494	IUM83_15025	Midasin	KAG6612211.1
11495	IUM83_15026	Peroxisomal trans-2-enoyl-CoA reductase	KAG6612123.1
11496	IUM83_15027	Peroxisomal trans-2-enoyl-CoA reductase	KAG6612124.1
11497	IUM83_15028	Cyclopropane-fatty-acyl-phospholipid synthase	KAG6612121.1
11498	IUM83_15029	hypothetical protein	KAG6612122.1
11499	IUM83_15030	Acyl-CoA dehydrogenase	KAG6612074.1
11500	IUM83_15031	YjeF family domain-containing protein	KAG6612073.1
11501	IUM83_15032	hypothetical protein	KAG6612196.1
11502	IUM83_15033	xanthine dehydrogenase, molybdopterin binding subunit	KAG6612090.1
11503	IUM83_15034	hypothetical protein	KAG6612193.1
11504	IUM83_15035	Chromatin-remodeling complex ATPase chain	KAG6612213.1
11505	IUM83_15036	SCP-like extracellular protein	KAG6612097.1
11506	IUM83_15037	SCP-like extracellular protein	KAG6612197.1
11507	IUM83_15038	skp1-like protein 21-like isoform x2	KAG6612069.1
11508	IUM83_15039	putative acetyl-coenzyme A transporter	KAG6612194.1
11509	IUM83_15040	early endosome antigen 1-like	KAG6612198.1
11510	IUM83_15041	Myosin-like protein	KAG6612099.1
11511	IUM83_15042	Protein phosphatase	KAG6612100.1
11512	IUM83_15043	putative protein phosphatase	KAG6612101.1
11513	IUM83_15044	hypothetical protein	KAG6612187.1
11514	IUM83_15045	hypothetical protein	KAG6612222.1
11515	IUM83_15046	Ornithine decarboxylase 1	KAG6612199.1
11516	IUM83_15047	Anaphase-promoting complex subunit 7	KAG6612189.1
11517	IUM83_15048	FK506-binding protein 2	KAG6612151.1
11518	IUM83_15049	Signaling protein RIC-8/synembryn (regulates neurotransmitter secretion)	KAG6612186.1
11519	IUM83_15050	trehalose-phosphatase	KAG6612183.1
11520	IUM83_15051	TRM112 protein	KAG6612107.1
11521	IUM83_15052	hypothetical protein	KAG6612106.1
11522	IUM83_15053	hypothetical protein	KAG6612147.1
11523	IUM83_15054	hypothetical protein	KAG6612112.1
11524	IUM83_15055	Coenzyme Q-binding protein COQ10	KAG6612185.1
11525	IUM83_15056	hypothetical protein	KAG6612163.1
11526	IUM83_15057	Coiled-coil domain-containing protein	KAG6612108.1
11527	IUM83_15058	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	KAG6612182.1
11528	IUM83_15059	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	KAG6612181.1
11529	IUM83_15060	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	KAG6612177.1
11530	IUM83_15061	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	KAG6612110.1
11531	IUM83_15062	Histamine oxidase	KAG6612109.1
11532	IUM83_15063	Polysaccharide lyase	KAG6612134.1
11533	IUM83_15064	hypothetical protein	KAG6612179.1
11534	IUM83_15065	Polysaccharide lyase	KAG6612145.1
11535	IUM83_15066	putative rhamnogalacturonase	KAG6612178.1
11536	IUM83_15067	Transcription initiation factor IIF subunit alpha	KAG6612111.1
11537	IUM83_15068	DIS3-like exonuclease 2	KAG6612180.1
11538	IUM83_15069	DIS3-like exonuclease 2	KAG6612219.1
11539	IUM83_15070	glycoside hydrolase family 17-like protein	KAG6612188.1
11540	IUM83_15071	26S proteasome non-ATPase regulatory subunit 12	KAG6612098.1
