"gene_id","protein_id","description","BP_Term","BP_GO_IDs","MF_Term","MF_GO_IDs","CC_Term","CC_GO_IDs","SP..TM","Prediction"
"IUM83_00877","KAG6609999.1","Tuberin","positive regulation of GTPase activity; regulation of small GTPase mediated signal transduction; -","GO:0043547; GO:0051056; -","-; GTPase activator activity","-; GO:0005096","-; nucleus","-; GO:0005634","No, 0","-"
"IUM83_00876","KAG6610000.1","ATPase WRNIP1","positive regulation of GTPase activity; regulation of small GTPase mediated signal transduction; -","GO:0043547; GO:0051056; -","-; GTPase activator activity","-; GO:0005096","-; nucleus","-; GO:0005634","No, 0","-"
"IUM83_00875","KAG6610001.1","Phospholipid-transporting ATPase","phospholipid transport; -","GO:0015914; -","-; magnesium ion binding; ATP binding; ATPase-coupled intramembrane lipid transporter activity","-; GO:0000287; GO:0005524; GO:0140326","-; membrane","-; GO:0016020","No, 11","-"
"IUM83_00874","KAG6610002.1","Acyl-CoA-binding domain-containing protein 2","negative regulation of MyD88-independent toll-like receptor signaling pathway; response to axon injury; -","GO:0034128; GO:0048678; -","-; signaling adaptor activity","-; GO:0035591","-","-","No, 0","-"
"IUM83_00873","KAG6610003.1","Acyl-CoA-binding domain-containing protein 2","negative regulation of MyD88-independent toll-like receptor signaling pathway; response to axon injury; -","GO:0034128; GO:0048678; -","-; protein binding; signaling adaptor activity","-; GO:0005515; GO:0035591","-","-","Yes, 0","Non-effector"
"IUM83_00872","KAG6610004.1","2-isopropylmalate synthase","leucine biosynthetic process; -","GO:0009098; -","-; 2-isopropylmalate synthase activity","-; GO:0003852","-","-","No, 0","-"
"IUM83_00871","KAG6610005.1","WHIM2 domain","-","-","-","-","-","-","No, 0","-"
"IUM83_00870","KAG6610006.1","Myosin-like protein","-","-","phosphatidylinositol binding","GO:0035091","-","-","No, 0","-"
"IUM83_00299","KAG6610007.1","hypothetical protein IUM83_00299","vesicle-mediated transport; -","GO:0016192; -","-","-","-; membrane","-; GO:0016020","No, 0","-"
"IUM83_00298","KAG6610008.1","Major Facilitator Superfamily (MFS)","molybdate ion transport; -","GO:0015689; -","-; molybdate ion transmembrane transporter activity","-; GO:0015098","-; membrane","-; GO:0016020","No, 3","-"
"IUM83_00293","KAG6610009.1","SAM domain (Sterile alpha motif)","-","-","protein binding","GO:0005515","-","-","Yes, 0","Non-effector"
"IUM83_00292","KAG6610010.1","FAM183A and FAM183B related protein","retrograde transport, endosome to Golgi; -","GO:0042147; -","-","-","-; Golgi apparatus; cytosol","-; GO:0005794; GO:0005829","No, 0","-"
"IUM83_00291","KAG6610011.1","hypothetical protein IUM83_00291","retrograde transport, endosome to Golgi","GO:0042147","-","-","-","-","No, 0","-"
"IUM83_00290","KAG6610012.1","Ubiquitin family protein","-","-","protein binding","GO:0005515","-","-","No, 3","-"
"IUM83_00297","KAG6610013.1","Major Facilitator Superfamily (MFS)","molybdate ion transport; -","GO:0015689; -","-; molybdate ion transmembrane transporter activity","-; GO:0015098","-; membrane","-; GO:0016020","No, 3","-"
"IUM83_00296","KAG6610014.1","vesicle-associated membrane protein, putative","vesicle-mediated transport; -","GO:0016192; -","-","-","-; membrane","-; GO:0016020","No, 1","-"
"IUM83_00295","KAG6610015.1","Radial spoke 3","-","-","-","-","cytoplasm; cytoskeleton; cell projection","GO:0005737; GO:0005856; GO:0042995","No, 0","-"
"IUM83_00294","KAG6610016.1","Chromo domain-like","-","-","-","-","-","-","No, 0","-"
"IUM83_00129","KAG6610017.1","Nucleoredoxin","deadenylation-dependent decapping of nuclear-transcribed mRNA; -","GO:0000290; -","-; catalytic activity; hydrolase activity","-; GO:0003824; GO:0016787","-","-","No, 0","-"
"IUM83_00128","KAG6610018.1","putative glutamate carboxypeptidase","-","-","metalloexopeptidase activity","GO:0008235","-","-","No, 0","-"
"IUM83_00125","KAG6610019.1","Phospholipase D","-","-","catalytic activity","GO:0003824","-","-","No, 0","-"
"IUM83_00124","KAG6610020.1","Phospholipase D","-","-","catalytic activity","GO:0003824","-","-","No, 3","-"
"IUM83_00127","KAG6610021.1","putative glutamate carboxypeptidase","deadenylation-dependent decapping of nuclear-transcribed mRNA; -","GO:0000290; -","-; hydrolase activity","-; GO:0016787","-","-","No, 1","Non-effector"
"IUM83_00126","KAG6610022.1","caib baif family protein","microtubule-based process; -","GO:0007017; -","-; catalytic activity; transferase activity","-; GO:0003824; GO:0016740","-; dynein complex","-; GO:0030286","No, 0","-"
"IUM83_00121","KAG6610023.1","Zinc (Zn2)-Iron (Fe2) Permease (ZIP) Family","-","-","-","-","-","-","No, 0","-"
"IUM83_00120","KAG6610024.1","Major Facilitator Superfamily (MFS)","transmembrane transport; -","GO:0055085; -","-; transmembrane transporter activity","-; GO:0022857","-","-","No, 12","-"
"IUM83_00123","KAG6610025.1","Phospholipase D","lipid catabolic process; -","GO:0016042; -","-; catalytic activity; phospholipase D activity; hydrolase activity; N-acylphosphatidylethanolamine-specific phospholipase D activity","-; GO:0003824; GO:0004630; GO:0016787; GO:0070290","-; membrane","-; GO:0016020","No, 0","-"
"IUM83_00122","KAG6610026.1","Phospholipase D","lipid catabolic process; -","GO:0016042; -","-; catalytic activity; phospholipase D activity; hydrolase activity; N-acylphosphatidylethanolamine-specific phospholipase D activity","-; GO:0003824; GO:0004630; GO:0016787; GO:0070290","-; membrane","-; GO:0016020","No, 0","-"
"IUM83_00339","KAG6610027.1","putative glycoside hydrolase","carbohydrate metabolic process; -","GO:0005975; -","-; hydrolase activity, hydrolyzing O-glycosyl compounds","-; GO:0004553","-","-","Yes, 0","Non-effector"
"IUM83_01004","KAG6610028.1","elicitin","-","-","-","-","extracellular region","GO:0005576","Yes, 0","-"
"IUM83_00271","KAG6610029.1","hypothetical protein IUM83_00271","protein transport; mRNA transport; -","GO:0015031; GO:0051028; -","-","-","-; nucleus; nuclear pore; membrane","-; GO:0005634; GO:0005643; GO:0016020","No, 4","-"
"IUM83_00720","KAG6610030.1","Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate Kinase","-","-","inositol heptakisphosphate kinase activity","GO:0000829","-","-","No, 0","-"
"IUM83_00720","KAG6610031.1","Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase","-","-","inositol heptakisphosphate kinase activity","GO:0000829","-","-","No, 0","-"
"IUM83_00720","KAG6610032.1","Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate Kinase","-","-","inositol heptakisphosphate kinase activity","GO:0000829","-","-","No, 0","-"
"IUM83_00900","KAG6610033.1","RxLR-like protein","-","-","-","-","-","-","Yes, 0","Cytoplasmic effector"
"IUM83_00274","KAG6610034.1","Rab7 family GTPase","-","-","GTPase activity; GTP binding","GO:0003924; GO:0005525","-","-","Yes, 0","Cytoplasmic effector"
"IUM83_00727","KAG6610035.1","Histidine phosphatase superfamily (branch 2)","-","-","-","-","membrane","GO:0016020","Yes, 1","Non-effector"
"IUM83_00277","KAG6610036.1","Proteasome subunit alpha type-3","ubiquitin-dependent protein catabolic process; -","GO:0006511; -","-","-","-; proteasome core complex, alpha-subunit complex","-; GO:0019773","No, 0","-"
"IUM83_00277","KAG6610037.1","Proteasome subunit alpha type-3","ubiquitin-dependent protein catabolic process; -","GO:0006511; -","-","-","-; proteasome core complex, alpha-subunit complex","-; GO:0019773","No, 0","-"
"IUM83_00278","KAG6610038.1","hypothetical protein IUM83_00278","-","-","-","-","-","-","No, 0","-"
"IUM83_00909","KAG6610039.1","Protein kinase","phosphorylation; -","GO:0016310; -","-; kinase activity","-; GO:0016301","-","-","No, 0","-"
"IUM83_00460","KAG6610040.1","ATP-dependent DNA helicase","nucleobase-containing compound metabolic process; -","GO:0006139; -","-; DNA binding; DNA helicase activity; ATP binding; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","-; GO:0003677; GO:0003678; GO:0005524; GO:0016818","-","-","No, 0","-"
"IUM83_00461","KAG6610041.1","Ca2-permeable cation channel OSM-9 and related channels (OTRPC family)","monoatomic ion transport; transmembrane transport; -","GO:0006811; GO:0055085; -","-; monoatomic ion channel activity; protein binding","-; GO:0005216; GO:0005515","-; membrane","-; GO:0016020","No, 4","-"
"IUM83_00462","KAG6610042.1","procollagen-2-oxoglutarate 5-dioxygenase","-","-","iron ion binding; oxidoreductase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; L-ascorbic acid binding; metal ion binding; dioxygenase activity","GO:0005506; GO:0016491; GO:0016705; GO:0031418; GO:0046872; GO:0051213","-","-","No, 0","-"
"IUM83_00463","KAG6610043.1","Cell division cycle protein 27","-","-","protein binding","GO:0005515","-","-","No, 0","-"
"IUM83_00464","KAG6610044.1","C-terminal duplication domain of Friend of PRMT1","-","-","RNA binding","GO:0003723","-","-","No, 0","-"
"IUM83_00465","KAG6610045.1","putative GDSL-like Lipase and acylhydrolase domain-containing protein","-","-","-","-","-","-","Yes, 0","Non-effector"
"IUM83_00466","KAG6610046.1","Phosphatidylinositol-4-phosphate 5-kinase","phosphorylation; -","GO:0016310; -","-; kinase activity","-; GO:0016301","-","-","No, 0","-"
"IUM83_00467","KAG6610047.1","Hyaluronan / mRNA binding family","-","-","RNA binding","GO:0003723","-","-","No, 0","-"
"IUM83_00468","KAG6610048.1","GTPase-activator protein for Ras-like GTPase","signal transduction; regulation of GTPase activity","GO:0007165; GO:0043087","-","-","-","-","No, 0","-"
"IUM83_00469","KAG6610049.1","Callose synthase 7","(1->3)-beta-D-glucan biosynthetic process; -","GO:0006075; -","-; 1,3-beta-D-glucan synthase activity; hydrolase activity, hydrolyzing O-glycosyl compounds","-; GO:0003843; GO:0004553","-; 1,3-beta-D-glucan synthase complex","-; GO:0000148","Yes, 17","Non-effector"
"IUM83_00605","KAG6610050.1","Callose synthase 1","(1->3)-beta-D-glucan biosynthetic process; -","GO:0006075; -","-; 1,3-beta-D-glucan synthase activity","-; GO:0003843","-; 1,3-beta-D-glucan synthase complex","-; GO:0000148","No, 15","Non-effector"
"IUM83_00606","KAG6610051.1","TBC1 domain family member 20","-","-","-","-","membrane","GO:0016020","No, 1","-"
"IUM83_00608","KAG6610052.1","RxLR-like protein","-","-","-","-","membrane","GO:0016020","Yes, 0","Non-effector"
"IUM83_01005","KAG6610053.1","hypothetical protein IUM83_01005","-","-","-","-","-","-","No, 0","-"
"IUM83_01019","KAG6610054.1","Ankyrin repeats (many copies)","-","-","protein binding","GO:0005515","-","-","No, 0","-"
"IUM83_01008","KAG6610055.1","hypothetical protein IUM83_01008","-","-","-","-","membrane","GO:0016020","Yes, 6","-"
"IUM83_01006","KAG6610056.1","hypothetical protein IUM83_01006","-","-","-","-","-","-","No, 0","-"
"IUM83_01001","KAG6610057.1","FDF domain-containing protein","-","-","-","-","-","-","No, 0","-"
"IUM83_00524","KAG6610058.1","replication factor C subunit 4","DNA replication; -","GO:0006260; -","-; DNA binding; ATP binding; ATP hydrolysis activity","-; GO:0003677; GO:0005524; GO:0016887","-","-","No, 0","-"
"IUM83_01002","KAG6610059.1","Cytochrome b5 domain-containing protein 1","actin cytoskeleton organization; -","GO:0030036; -","-","-","-; cytoskeleton","-; GO:0005856","No, 0","-"
"IUM83_00341","KAG6610060.1","Lysosomal beta glucosidase","carbohydrate metabolic process; -","GO:0005975; -","-; hydrolase activity, hydrolyzing O-glycosyl compounds","-; GO:0004553","-","-","No, 0","Non-effector"
"IUM83_00091","KAG6610061.1","Vacuolar protein sorting-associated protein 45","vesicle-mediated transport","GO:0016192","-","-","-","-","No, 0","-"
"IUM83_00093","KAG6610062.1","Sulfate Permease (SulP) Family","molybdate ion transport; -","GO:0015689; -","-; molybdate ion transmembrane transporter activity","-; GO:0015098","-","-","No, 11","-"
"IUM83_01025","KAG6610063.1","CAMK/CAMKL protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","No, 0","-"
"IUM83_00583","KAG6610064.1","Phosphatidyl inositol kinase (PIK-G1)","phosphatidylinositol phosphate biosynthetic process; phosphatidylinositol-mediated signaling; -","GO:0046854; GO:0048015; -","-; kinase activity","-; GO:0016301","-","-","No, 0","-"
"IUM83_00581","KAG6610065.1","Ubiquitin/40S ribosomal protein S27a fusion","-","-","-","-","-","-","No, 0","-"
"IUM83_00851","KAG6610066.1","Pyruvate, phosphate dikinase 1","pyruvate metabolic process; phosphorylation; -","GO:0006090; GO:0016310; -","-; ATP binding; kinase activity; pyruvate, phosphate dikinase activity","-; GO:0005524; GO:0016301; GO:0050242","-","-","No, 0","-"
"IUM83_00853","KAG6610067.1","Pyruvate, phosphate dikinase 1","pyruvate metabolic process; phosphorylation; -","GO:0006090; GO:0016310; -","-; ATP binding; kinase activity; pyruvate, phosphate dikinase activity","-; GO:0005524; GO:0016301; GO:0050242","-","-","No, 0","-"
"IUM83_00855","KAG6610068.1","Pyruvate, phosphate dikinase 1","pyruvate metabolic process; phosphorylation; -","GO:0006090; GO:0016310; -","-; ATP binding; kinase activity; pyruvate, phosphate dikinase activity","-; GO:0005524; GO:0016301; GO:0050242","-","-","No, 0","-"
"IUM83_00854","KAG6610069.1","Pyruvate, phosphate dikinase 1","pyruvate metabolic process; phosphorylation; -","GO:0006090; GO:0016310; -","-; ATP binding; kinase activity; pyruvate, phosphate dikinase activity","-; GO:0005524; GO:0016301; GO:0050242","-","-","No, 0","-"
"IUM83_00856","KAG6610070.1","Pyruvate, phosphate dikinase 1","pyruvate metabolic process; phosphorylation; -","GO:0006090; GO:0016310; -","-; ATP binding; kinase activity; pyruvate, phosphate dikinase activity","-; GO:0005524; GO:0016301; GO:0050242","-","-","No, 0","-"
"IUM83_00391","KAG6610071.1","Tetratricopeptide repeat","-","-","protein binding","GO:0005515","-","-","No, 0","-"
"IUM83_01043","KAG6610072.1","Epidermal growth factor-like domain","-","-","-","-","-","-","No, 0","-"
"IUM83_00147","KAG6610073.1","phenylalanine-trna beta subunit","translation; phenylalanyl-tRNA aminoacylation; -","GO:0006412; GO:0006432; -","-; nucleotide binding; magnesium ion binding; RNA binding; aminoacyl-tRNA ligase activity; phenylalanine-tRNA ligase activity; ATP binding; ligase activity","-; GO:0000166; GO:0000287; GO:0003723; GO:0004812; GO:0004826; GO:0005524; GO:0016874","-; cytoplasm","-; GO:0005737","No, 0","-"
"IUM83_00146","KAG6610074.1","Phenylalanine--tRNA ligase beta subunit","phenylalanyl-tRNA aminoacylation; -","GO:0006432; -","-; magnesium ion binding; RNA binding; phenylalanine-tRNA ligase activity; ATP binding","-; GO:0000287; GO:0003723; GO:0004826; GO:0005524","-; cytoplasm","-; GO:0005737","No, 0","-"
"IUM83_00145","KAG6610075.1","Transcription factor IIIB 90 kDa subunit","clustering of voltage-gated sodium channels","GO:0045162","-","-","-","-","No, 0","-"
"IUM83_00144","KAG6610076.1","3-oxoacyl-[acyl-carrier-protein] synthase","fatty acid biosynthetic process; -","GO:0006633; -","-; acyltransferase activity, transferring groups other than amino-acyl groups","-; GO:0016747","-","-","Yes, 0","Non-effector"
"IUM83_00143","KAG6610077.1","3-oxoacyl-[acyl-carrier-protein] synthase","fatty acid biosynthetic process; -","GO:0006633; -","-; acyltransferase activity, transferring groups other than amino-acyl groups","-; GO:0016747","-","-","No, 0","-"
"IUM83_00142","KAG6610078.1","hypothetical protein IUM83_00142","nucleosome assembly; -","GO:0006334; -","-; DNA binding","-; GO:0003677","-; nucleosome","-; GO:0000786","No, 0","-"
"IUM83_00141","KAG6610079.1","NAD-specific glutamate dehydrogenase","amino acid metabolic process; -","GO:0006520; -","-; oxidoreductase activity","-; GO:0016491","-","-","No, 0","-"
"IUM83_00140","KAG6610080.1","hypothetical protein IUM83_00140","-","-","-","-","-","-","No, 0","-"
"IUM83_00149","KAG6610081.1","mrna capping enzyme family protein","7-methylguanosine mRNA capping; -","GO:0006370; -","-; mRNA guanylyltransferase activity; ATP binding","-; GO:0004484; GO:0005524","-","-","No, 0","-"
"IUM83_00148","KAG6610082.1","Tetratricopeptide repeat","-","-","protein binding","GO:0005515","-","-","No, 0","-"
"IUM83_00728","KAG6610083.1","Threonyl and Alanyl tRNA synthetase second additional domain","-","-","nucleotide binding","GO:0000166","-","-","No, 0","-"
"IUM83_00528","KAG6610084.1","autophagy-like protein 8","autophagy; protein transport; -","GO:0006914; GO:0015031; -","-","-","-; autophagosome membrane; vacuole; vacuolar membrane; membrane; cytoplasmic vesicle","-; GO:0000421; GO:0005773; GO:0005774; GO:0016020; GO:0031410","No, 0","-"
"IUM83_00053","KAG6610085.1","papain-like cysteine protease C1","proteolysis; -","GO:0006508; -","-; cysteine-type peptidase activity","-; GO:0008234","-","-","No, 1","Non-effector"
"IUM83_00429","KAG6610086.1","Coatomer subunit alpha-1","regulation of DNA-templated transcription; -","GO:0006355; -","-; DNA binding","-; GO:0003677","-; nucleus; transcription regulator complex; membrane","-; GO:0005634; GO:0005667; GO:0016020","No, 0","-"
"IUM83_00482","KAG6610087.1","Ribonucleoside-diphosphate reductase subunit","deoxyribonucleotide biosynthetic process; -","GO:0009263; -","-; oxidoreductase activity","-; GO:0016491","-","-","No, 0","-"
